"Início dos relatórios","Encerramento dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados","Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,Alcance,Término,"Configuração de atribuição"
2026-04-06,2026-04-08,"[CAMPANHA1] - [ENGAJAMENTO/WHATSAPP] - [R$450 - 7D] - [AQUECIMENTO DE C.A]",active,,,,450,Total,4.97,120,91,2026-04-15,"Clique de 7 dias ou visualização de 1 dia"
